"Dateiname";"Unternehmensname_given";"Ort_given";"Unternehmensname_infile";"Ort_infile";"Dokumentendatum";"Dokumententyp";"JA_von";"JA_bis";"Anzahl_MA";"Eigenkapital";"Bilanzsumme";"Bilanzgewinn/verlust";"EK-Quote";"Nicht gedeckter Fehlbetrag";"Umsatzerlöse";"Bilanz_Aktiva";"Bilanz_Passiva"
"ACARDA GmbH_11.12.2017.html";"ACARDA GmbH";" Frankfurt Am Main";"ACARDA GmbH";"Frankfurt am Main";"11.12.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"Unter den sonstigen Verbindlichkeiten sind insbesondere Steuerverbindlichkeiten (Lohn- und Umsatzsteuer), Verbindlichkeiten gegenüber Mitarbeitern sowie Verbindlichkeiten im Rahmen der sozialen Sicherheit ausgewiesen.";"550783.88";"819156.72";"-57491.13";"0.6723791266706571";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"ACARDA GmbH_14.01.2020.html";"ACARDA GmbH";" Frankfurt Am Main";"ACARDA GmbH";"Frankfurt am Main";"14.01.2020";"Jahresabschluss";"01.01.2018";"31.12.2018";"Unter den sonstigen Verbindlichkeiten sind insbesondere Steuerverbindlichkeiten (Lohn- und Kirchensteuer), Verbindlichkeiten im Rahmen der sozialen Sicherheit sowie Verbindlichkeiten gegenüber Mitarbeitern ausgewiesen.";"696297.81";"1060693.51";"-98897.9";"0.6564552374794864";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Ausgegebenes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"ACARDA GmbH_17.12.2018.html";"ACARDA GmbH";" Frankfurt Am Main";"ACARDA GmbH";"Frankfurt am Main";"17.12.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Unter den sonstigen Verbindlichkeiten sind insbesondere Steuerverbindlichkeiten (Lohn- und Kirchensteuer), Verbindlichkeiten im Rahmen der sozialen Sicherheit sowie Verbindlichkeiten gegenüber Mitarbeitern ausgewiesen.";"658373.67";"1159591.41";"340434.69";"0.5677634935222572";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Ausgegebenes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"ACARDA GmbH_23.02.2017.html";"ACARDA GmbH";" Frankfurt Am Main";"ACARDA GmbH";"Frankfurt am Main";"23.02.2017";"Jahresabschluss";"01.01.2015";"31.12.2015";"Unter den sonstigen Verbindlichkeiten sind insbesondere Steuerverbindlichkeiten (Lohn- und Umsatzsteuer), Verbindlichkeiten gegenüber Mitarbeitern sowie Berufsgenossenschaftsbeiträge enthalten.";"537058.55";"876647.85";"-233644.55";"0.6126274649507212";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"ACARDA GmbH_30.12.2016.html";"ACARDA GmbH";" Frankfurt Am Main";"ACARDA GmbH";"Frankfurt am Main";"30.12.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"Unter den sonstigen Verbindlichkeiten sind insbesondere Steuerverbindlichkeiten (Lohn- und Umsatzsteuer), Verbindlichkeiten gegenüber Mitarbeitern sowie Berufsgenossenschaftsbeiträge enthalten.";"430631.95";"770221.25";"-340071.15";"0.5591016217742629";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"ACBIS GmbH_06.03.2018.html";"ACBIS GmbH";" Ettlingen";"ACBIS GmbH";"Ettlingen";"06.03.2018";"Jahresabschluss";"01.01.2016";"31.12.2016";"";"45312.48";"547237.15";"25846.81";"0.08280227320093309";"";"";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 73934.0, 'II. Sachanlagen': 3424.0, 'B. Umlaufvermögen': '', 'I. Vorräte': 293865.73, 'II. Forderungen und sonstige Vermögensgegenstände': 172088.76, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 123.62, 'C. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag': '', 'III. Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': ''}"
"ACBIS GmbH_08.01.2016.html";"ACBIS GmbH";" Ettlingen";"ACBIS GmbH";"Ettlingen";"08.01.2016";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"112381.88";"561199.69";"-63155.52";"0.20025292601284225";"";"";"{'A. Anlagevermögen': 95457.0, 'I. Immaterielle Vermögensgegenstände': 88009.0, 'II. Sachanlagen': 7448.0, 'B. Umlaufvermögen': 464652.69, 'I. Vorräte': 189899.57, 'II. Forderungen und sonstige Vermögensgegenstände': 274649.05, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 104.07, 'C. Rechnungsabgrenzungsposten': 1090.0, 'Bilanzsumme, Summe Aktiva': 561199.69}";"{'A. Eigenkapital': 112381.88, 'I. gezeichnetes Kapital': 25000.0, 'II. Gewinnvortrag': 77974.08, 'III. Jahresüberschuss': 9407.8, 'B. Rückstellungen': 20225.5, 'C. Verbindlichkeiten': 377384.82, 'davon mit Restlaufzeit bis 1 Jahr': 377384.82, 'D. Rechnungsabgrenzungsposten': 51207.49, 'Bilanzsumme, Summe Passiva': 561199.69}"
"ACBIS GmbH_08.01.2020.html";"ACBIS GmbH";" Ettlingen";"ACBIS GmbH";"Ettlingen";"08.01.2020";"Jahresabschluss";"01.01.2018";"31.12.2018";"";"69774.84";"427157.67";"-89030.88";"0.16334680353509748";"";"";"{'A. Anlagevermögen': 61723.0, 'I. Immaterielle Vermögensgegenstände': 56218.0, 'II. Sachanlagen': 5505.0, 'B. Umlaufvermögen': 361778.37, 'I. Vorräte': 316028.12, 'II. Forderungen und sonstige Vermögensgegenstände': 45667.58, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 82.67, 'C. Rechnungsabgrenzungsposten': 3656.3, 'Bilanzsumme, Summe Aktiva': 427157.67}";"{'A. Eigenkapital': 69774.84, 'I. gezeichnetes Kapital': 25000.0, 'II. Gewinnvortrag': 31334.19, 'III. Jahresüberschuss': 13440.65, 'B. Rückstellungen': 28810.0, 'C. Verbindlichkeiten': 259350.65, 'D. Rechnungsabgrenzungsposten': 69222.18, 'Bilanzsumme, Summe Passiva': 427157.67}"
"ACBIS GmbH_09.08.2016.html";"ACBIS GmbH";" Ettlingen";"ACBIS GmbH";"Ettlingen";"09.08.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"83612.33";"521390.34";"-39809.35";"0.16036417168756906";"";"";"{'A. Anlagevermögen': 88682.0, 'I. Immaterielle Vermögensgegenstände': 83069.0, 'II. Sachanlagen': 5613.0, 'B. Umlaufvermögen': 430312.34, 'I. Vorräte': 206827.31, 'II. Forderungen und sonstige Vermögensgegenstände': 223467.42, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 17.61, 'C. Rechnungsabgrenzungsposten': 2396.0, 'Bilanzsumme, Summe Aktiva': 521390.34}";"{'A. Eigenkapital': 83612.33, 'I. gezeichnetes Kapital': 25000.0, 'II. Gewinnvortrag': 87381.88, 'III. Jahresfehlbetrag': 28769.55, 'B. Rückstellungen': 10950.0, 'C. Verbindlichkeiten': 375669.23, 'davon mit Restlaufzeit bis 1 Jahr': 375669.23, 'D. Rechnungsabgrenzungsposten': 51158.78, 'Bilanzsumme, Summe Passiva': 521390.34}"
"ACBIS GmbH_28.08.2018.html";"ACBIS GmbH";" Ettlingen";"ACBIS GmbH";"Ettlingen";"28.08.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"";"56334.19";"516188.55";"-31048.6";"0.10913490816485566";"";"";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 65196.0, 'II. Sachanlagen': 6085.0, 'B. Umlaufvermögen': '', 'I. Vorräte': 262257.55, 'II. Forderungen und sonstige Vermögensgegenstände': 179417.18, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 53.78, 'C. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag': '', 'III. Jahresüberschuss': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': ''}"
"ACC BEKU Verwaltungs GmbH_02.12.2016.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"02.12.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"23083.37";"5002224.03";"1354740.28";"0.004614621388718569";"";"";"{'A. Anlagevermögen': 3672281.58, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3635663.52, 'III. Finanzanlagen': 36616.06, 'B. Umlaufvermögen': 1315820.45, 'I. Forderungen und sonstige Vermögensgegenstände': 4046.74, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1311773.71, 'C. Rechnungsabgrenzungsposten': 14122.0, 'Bilanzsumme, Summe Aktiva': 5002224.03}";"{'A. Eigenkapital': 23083.37, 'I. Kapitalanteile': 23083.37, '1. Kapitalanteile der persönlich haftenden Gesellschafter': 19083.37, '2. Kapitalanteile der Kommanditisten': 4000.0, 'B. Rückstellungen': 44742.0, 'C. Verbindlichkeiten': 4933578.66, 'D. Passive latente Steuern': 820.0, 'Bilanzsumme, Summe Passiva': 5002224.03}"
"ACC BEKU Verwaltungs GmbH_06.09.2017.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"06.09.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 0,00.";"25583.37";"5613481.53";"611257.5";"0.004557487160735344";"";"";"{'A. Anlagevermögen': 5054348.95, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 4989045.02, 'III. Finanzanlagen': 65301.93, 'B. Umlaufvermögen': 546505.58, 'I. Forderungen und sonstige Vermögensgegenstände': 23337.28, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 523168.3, 'C. Rechnungsabgrenzungsposten': 12627.0, 'Bilanzsumme, Summe Aktiva': 5613481.53}";"{'A. Eigenkapital': 25583.37, 'I. variables Kapitalkonto (persönlich haftender Gesellschafter)': 21583.37, 'II. Kommandit-Kapital': 4000.0, 'B. Rückstellungen': 4507.0, 'C. Verbindlichkeiten': 5582721.16, 'D. Passive latente Steuern': 670.0, 'Bilanzsumme, Summe Passiva': 5613481.53}"
"ACC BEKU Verwaltungs GmbH_07.01.2016.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"07.01.2016";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"";"3647483.75";"-137648.74";"";"";"";"{'': '31.12.2014EUR', 'A. Anlagevermögen': 3615644.35, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3384042.59, 'III. Finanzanlagen': 231599.76, 'B. Umlaufvermögen': 31839.4, 'I. Forderungen und sonstige Vermögensgegenstände': 3863.74, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 27975.66, 'Bilanzsumme, Summe Aktiva': 3647483.75}";"{'': '31.12.2014EUR', 'A. variables Kapitalkonto (persönlich haftender Gesellschafter)': 16978.57, 'B. Kommandit-Kapital': 4000.0, 'C. Rückstellungen': 37852.0, 'D. Verbindlichkeiten': 3586581.18, 'davon mit Restlaufzeit bis 1 Jahr': 199658.16, 'E. Passive latente Steuern': 2072.0, 'Bilanzsumme, Summe Passiva': 3647483.75}"
"ACC BEKU Verwaltungs GmbH_16.01.2015.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"16.01.2015";"Jahresabschluss";"01.01.2013";"31.12.2013";"";"";"3785132.49";"96858.99";"";"";"";"{'': '31.12.2013EUR', 'A. Anlagevermögen': 3699354.05, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3479113.59, 'III. Finanzanlagen': 220238.46, 'B. Umlaufvermögen': 85778.44, 'I. Forderungen und sonstige Vermögensgegenstände': 12469.35, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 73309.09, 'Bilanzsumme, Summe Aktiva': 3785132.49}";"{'': '31.12.2013EUR', 'A. variables Kapitalkonto (persönlich haftender Gesellschafter)': 30996.6, 'B. Kommandit-Kapital': 4000.0, 'C. Rückstellungen': 37330.0, '1. Rückstellungen für ungewisse Verbindlichkeiten': 3660.0, 'D. Verbindlichkeiten': 3710733.89, 'davon mit Restlaufzeit bis 1 Jahr': 284592.56, '1. Verbindlichkeiten gegenüber Kreditinstituten': 2970124.08, '2. Verbindlichkeiten gegenüber Gesellschaftern': 301861.48, 'a. Verbindlichkeiten gegenüber Kommanditisten': 301861.48, '3. sonstige Verbindlichkeiten': 438748.33, 'E. Passive latente Steuern': 2072.0, 'Bilanzsumme, Summe Passiva': 3785132.49}"
"ACC BEKU Verwaltungs GmbH_17.12.2013.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"17.12.2013";"Jahresabschluss";"01.01.2012";"31.12.2012";"";"32925.0";"3688273.5";"-189341.93";"0.008926941019965032";"0.0";"";"{'': '31.12.2012EUR', 'A. Anlagevermögen': 3677149.65, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3498006.59, 'III. Finanzanlagen': 179141.06, 'B. Umlaufvermögen': 11123.85, 'I. Forderungen und sonstige Vermögensgegenstände': 9872.7, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1251.15, 'C. nicht durch Vermögenseinlagen gedeckter Verlustanteil von Kommanditisten': 0.0, 'Bilanzsumme, Summe Aktiva': 3688273.5}";"{'': '31.12.2012EUR', 'A. Eigenkapital': 32925.0, 'I. variables Kapitalkonto (persönlich haftender Gesellschafter)': 28925.0, 'II. Kommandit-Kapital': 4000.0, 'III. nicht gedeckter Fehlbetrag': 0.0, 'B. Rückstellungen': 28711.5, 'C. Verbindlichkeiten': 3623550.0, '1. Verbindlichkeiten gegenüber Kreditinstituten': 3070459.0, '2. Verbindlichkeiten gegenüber Gesellschaftern': 166955.33, '3. sonstige Verbindlichkeiten': 386135.67, 'D. Passive latente Steuern': 3087.0, 'Bilanzsumme, Summe Passiva': 3688273.5}"
"ACC BEKU Verwaltungs GmbH_19.08.2019.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"19.08.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 0.";"30583.37";"8654611.7";"3068418.14";"0.003533765703203068";"";"";"{'A. Anlagevermögen': 6033910.71, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 5902132.09, 'III. Finanzanlagen': 131776.62, 'B. Umlaufvermögen': 2571765.99, 'I. Vorräte': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 28993.48, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 2542772.51, 'C. Rechnungsabgrenzungsposten': 48935.0, 'Bilanzsumme, Summe Aktiva': 8654611.7}";"{'A. Eigenkapital': 30583.37, 'I. Kapitalanteile': 30583.37, '1. Kapitalanteile der persönlich haftenden Gesellschafter': 26583.37, '2. Kapitalanteile der Kommanditisten': 4000.0, 'B. Rückstellungen': 3660.0, 'C. Verbindlichkeiten': 8284068.33, 'D. Passive latente Steuern': 336300.0, 'Bilanzsumme, Summe Passiva': 8654611.7}"
"ACC BEKU Verwaltungs GmbH_21.01.2013.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"21.01.2013";"Jahresabschluss";"01.01.2011";"31.12.2011";"";"27425.0";"3877615.43";"-163834.09";"-0.02057999856886272";"79801.32";"";"{'A. Anlagevermögen': 3786860.96, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3630314.59, 'III. Finanzanlagen': 156544.37, 'B. Umlaufvermögen': 10953.15, 'I. Forderungen und sonstige Vermögensgegenstände': 10704.16, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 248.99, 'C. nicht durch Vermögenseinlagen gedeckter Verlustanteil von Kommanditisten': 79801.32, 'Bilanzsumme, Summe Aktiva': 3877615.43}";"{'A. Eigenkapital': 27425.0, 'I. variables Kapitalkonto (persönlich haftender Gesellschafter)': 27425.0, 'II. Kommandit-Kapital': 4000.0, 'III. variables Kapitalkonto': -83801.32, 'IV. nicht gedeckter Fehlbetrag': 79801.32, 'B. Rückstellungen': 12850.0, 'C. Verbindlichkeiten': 3837340.43, '1. Verbindlichkeiten gegenüber Kreditinstituten': 3218126.83, '2. Verbindlichkeiten gegenüber Gesellschaftern': 130065.93, '3. sonstige Verbindlichkeiten': 489147.67, 'Bilanzsumme, Summe Passiva': 3877615.43}"
"ACC BEKU Verwaltungs GmbH_21.09.2018.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"21.09.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 0.";"28083.37";"5586193.56";"-27287.97";"0.0050272819404417485";"";"";"{'A. Anlagevermögen': 5310454.24, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 5211977.53, 'III. Finanzanlagen': 98474.71, 'B. Umlaufvermögen': 260515.32, 'I. Vorräte': 11850.0, 'II. Forderungen und sonstige Vermögensgegenstände': 96151.04, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 152514.28, 'C. Rechnungsabgrenzungsposten': 15224.0, 'Bilanzsumme, Summe Aktiva': 5586193.56}";"{'A. Eigenkapital': 28083.37, 'I. Kapitalanteile': 28083.37, '1. Kapitalanteile der persönlich haftenden Gesellschafter': 24083.37, '2. Kapitalanteile der Kommanditisten': 4000.0, 'B. Rückstellungen': 3660.0, 'C. Verbindlichkeiten': 5554450.19, 'D. Passive latente Steuern': 0.0, 'Bilanzsumme, Summe Passiva': 5586193.56}"
"ACC BEKU Verwaltungs GmbH_24.01.2011.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben (vormals: Haßloch)";"24.01.2011";"Jahresabschluss";"01.01.2009";"31.12.2009";"";"";"4369972.27";"335201.18";"";"";"";"{'': '31.12.2009EUR', 'A. Anlagevermögen': 4059241.59, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 4059239.59, 'B. Umlaufvermögen': 117814.39, 'I. Forderungen und sonstige Vermögensgegenstände': 30088.24, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 87726.15, 'C. Rechnungsabgrenzungsposten': 0.0, 'D. nicht durch Vermögenseinlagen gedeckter Verlustanteil von Kommanditisten': 192916.29, 'Bilanzsumme, Summe Aktiva': 4369972.27}";"{'': '31.12.2009EUR', 'A. Rückstellungen': 4240.0, 'B. Verbindlichkeiten': 4365732.27, 'davon mit Restlaufzeit bis 1 Jahr': 434868.6, 'Bilanzsumme, Summe Passiva': 4369972.27}"
"ACC BEKU Verwaltungs GmbH_30.11.2011.html";"ACC BEKU Verwaltungs GmbH";" Edenkoben";"ACC BEKU Verwaltungs und Vermietungs GmbH & Co. KG";"Edenkoben";"30.11.2011";"Jahresabschluss";"01.01.2010";"31.12.2010";"";"";"4041449.52";"-328522.75";"";"";"";"{'A. Anlagevermögen': 3781833.59, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 3781831.59, 'B. Umlaufvermögen': 134010.4, 'I. Forderungen und sonstige Vermögensgegenstände': 9914.74, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 124095.66, 'C. nicht durch Vermögenseinlagen gedeckter Verlustanteil von Kommanditisten': 125605.53, 'Bilanzsumme, Summe Aktiva': 4041449.52}";"{'A. Rückstellungen': 3500.0, 'B. Verbindlichkeiten': 4037949.52, 'Bilanzsumme, Summe Passiva': 4041449.52}"
"ACCENON Software und Hardware GmbH_08.06.2016.html";"ACCENON Software und Hardware GmbH";" Leingarten";"ACCENON Software und Hardware GmbH";"Leingarten";"08.06.2016";"Jahresabschluss";"01.07.2014";"30.06.2015";"";"77174.75";"360433.7";"12399.56";"0.21411635482475694";"";"";"{'A. Anlagevermögen': 48653.0, 'I. Immaterielle Vermögensgegenstände': 7361.0, 'II. Sachanlagen': 41292.0, 'B. Umlaufvermögen': 302029.03, 'I. Vorräte': 3333.0, 'II. Forderungen und sonstige Vermögensgegenstände': 297397.07, 'III. Kassenbestand, Guthaben bei Kreditinstituten': 1298.96, 'C. Rechnungsabgrenzungsposten': 9751.67, 'Bilanzsumme, Summe Aktiva': 360433.7}";"{'A. Eigenkapital': 77174.75, 'I. gezeichnetes Kapital': 46200.0, 'II. Kapitalrücklage': 40000.0, 'III. Bilanzverlust': 9025.25, 'B. Rückstellungen': 4450.0, 'C. Verbindlichkeiten': 110995.4, 'D. Rechnungsabgrenzungsposten': 167813.55, 'Bilanzsumme, Summe Passiva': 360433.7}"
"ACCENON Software und Hardware GmbH_11.06.2019.html";"ACCENON Software und Hardware GmbH";" Leingarten";"ACCENON Software und Hardware GmbH";"Leingarten";"11.06.2019";"Jahresabschluss";"01.07.2017";"30.06.2018";"Die Gesellschaft hat während des Geschäftsjahres durchschnittlich 20 Mitarbeiter beschäftigt.";"107399.46";"386284.53";"21648.92";"0.278031998848103";"";"";"{'A. Anlagevermögen': 119031.0, 'I. Immaterielle Vermögensgegenstände': 92418.0, 'II. Sachanlagen': 26613.0, 'B. Umlaufvermögen': 264089.01, 'I. Vorräte': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 215392.51, 'III. Kassenbestand, Guthaben bei Kreditinstituten': 48696.5, 'C. Rechnungsabgrenzungsposten': 3164.52, 'Bilanzsumme, Summe Aktiva': 386284.53}";"{'A. Eigenkapital': 107399.46, 'I. gezeichnetes Kapital': 46200.0, 'II. Kapitalrücklage': 40000.0, 'III. Bilanzgewinn': 21199.46, 'B. Rückstellungen': 4450.0, 'C. Verbindlichkeiten': 50076.73, 'D. Rechnungsabgrenzungsposten': 224358.34, 'Bilanzsumme, Summe Passiva': 386284.53}"
